home_team,away_team,home_score,away_score,home_odds,away_odds,date,season,league,venue,attendance,over_under,home_rating,away_rating
Heat,Sixers,102,114,2.4,1.71,1992-02-11,1992,NBA,Heat,,,1434.9613,1493.4972
Bucks,Pistons,104,87,3.15,1.47,1992-02-11,1992,NBA,Bucks,,,1467.1339,1599.9575
Timberwolves,Lakers,108,116,4.71,1.27,1992-02-11,1992,NBA,Timberwolves,,,1307.5776,1535.4167
Magic,Pacers,98,100,3.8,1.36,1992-02-11,1992,NBA,Magic,,,1338.4702,1517.3993
Trailblazers,Nuggets,121,112,1.14,8.2,1992-02-11,1992,NBA,Trailblazers,,,1669.9177,1326.976
Spurs,Celtics,100,84,1.74,2.35,1992-02-11,1992,NBA,Spurs,,,1598.5525,1546.129
Thunder,Rockets,105,99,1.88,2.14,1992-02-11,1992,NBA,Thunder,,,1489.4731,1466.926
Jazz,Cavaliers,111,109,1.97,2.03,1992-02-11,1992,NBA,Jazz,,,1587.4237,1582.0917
Mavericks,Celtics,108,100,4.97,1.25,1992-02-12,1992,NBA,Mavericks,,,1299.4438,1538.7682
Nuggets,Cavaliers,108,102,5.29,1.23,1992-02-12,1992,NBA,Nuggets,,,1325.9347,1578.9464
Pacers,Knicks,104,111,2.37,1.73,1992-02-12,1992,NBA,Pacers,,,1520.9291,1576.0135
Clippers,Rockets,97,95,2.18,1.85,1992-02-12,1992,NBA,Clippers,,,1433.9244,1462.2695
Sixers,Nets,87,102,1.53,2.87,1992-02-12,1992,NBA,Sixers,,,1506.9622,1398.0701
Suns,Trailblazers,97,107,2.15,1.87,1992-02-12,1992,NBA,Suns,,,1646.6823,1670.959
Kings,Wizards,98,97,2.1,1.91,1992-02-12,1992,NBA,Kings,,,1353.2771,1369.7375
Pistons,Timberwolves,93,96,1.2,6.05,1992-02-13,1992,NBA,Pistons,,,1583.4982,1302.2417
Warriors,Spurs,109,94,2.29,1.78,1992-02-13,1992,NBA,Warriors,,,1562.2756,1605.9133
Heat,Hawks,121,119,2.48,1.67,1992-02-13,1992,NBA,Heat,,,1421.4963,1489.9843
Bucks,Pelicans,127,118,1.56,2.8,1992-02-13,1992,NBA,Bucks,,,1483.5933,1381.371
Knicks,Bulls,85,106,3.56,1.39,1992-02-13,1992,NBA,Knicks,,,1585.8617,1749.3315
Jazz,Lakers,97,91,1.75,2.33,1992-02-13,1992,NBA,Jazz,,,1590.569,1540.7527
Nuggets,Mavericks,105,85,1.87,2.15,1992-02-14,1992,NBA,Nuggets,,,1338.3937,1313.5533
Rockets,Celtics,105,99,2.46,1.68,1992-02-14,1992,NBA,Rockets,,,1458.629,1524.6587
Pacers,Bucks,107,100,1.87,2.14,1992-02-14,1992,NBA,Pacers,,,1511.0809,1487.5801
Clippers,Suns,104,97,4.08,1.32,1992-02-14,1992,NBA,Clippers,,,1437.5649,1633.2654
Lakers,Wizards,92,108,1.38,3.66,1992-02-14,1992,NBA,Lakers,,,1536.6533,1366.8427
Nets,Sixers,107,99,2.41,1.71,1992-02-14,1992,NBA,Nets,,,1422.9304,1482.1018
Magic,Hawks,107,112,3.38,1.42,1992-02-14,1992,NBA,Magic,,,1334.9404,1485.6975
Kings,Trailblazers,106,107,7.61,1.15,1992-02-14,1992,NBA,Kings,,,1356.172,1684.3759
Thunder,Spurs,108,91,2.79,1.56,1992-02-14,1992,NBA,Thunder,,,1494.1296,1595.1024
Bulls,Knicks,99,98,1.34,3.98,1992-02-15,1992,NBA,Bulls,,,1762.5461,1572.6471
Cavaliers,Nets,128,92,1.46,3.19,1992-02-15,1992,NBA,Cavaliers,,,1566.4874,1430.6941
Mavericks,Rockets,103,99,3.54,1.39,1992-02-15,1992,NBA,Mavericks,,,1303.7927,1465.4235
Warriors,Thunder,140,122,1.69,2.45,1992-02-15,1992,NBA,Warriors,,,1573.0865,1508.8296
Timberwolves,Pacers,101,117,4.15,1.32,1992-02-15,1992,NBA,Timberwolves,,,1316.7174,1516.1249
Suns,Wizards,124,98,1.27,4.66,1992-02-15,1992,NBA,Suns,,,1621.7073,1396.4377
Jazz,Nuggets,106,93,1.24,5.13,1992-02-15,1992,NBA,Jazz,,,1594.6683,1348.1543
Pelicans,Heat,126,109,2.32,1.76,1992-02-16,1992,NBA,Pelicans,,,1377.3842,1425.7831
Lakers,Celtics,107,114,2.06,1.94,1992-02-16,1992,NBA,Lakers,,,1507.0582,1517.8643
Magic,Bucks,118,104,3.42,1.41,1992-02-16,1992,NBA,Magic,,,1329.1587,1482.5361
Sixers,Pistons,83,90,2.72,1.58,1992-02-16,1992,NBA,Sixers,,,1474.3381,1569.0225
Trailblazers,Clippers,106,107,1.26,4.91,1992-02-16,1992,NBA,Trailblazers,,,1685.8242,1449.123
Kings,Spurs,106,112,4.67,1.27,1992-02-16,1992,NBA,Kings,,,1354.7236,1580.4025
Bulls,Cavaliers,112,113,1.34,3.96,1992-02-17,1992,NBA,Bulls,,,1763.5868,1575.0941
Warriors,Lakers,116,100,1.61,2.63,1992-02-17,1992,NBA,Warriors,,,1580.6191,1495.7231
Rockets,Timberwolves,122,124,1.42,3.38,1992-02-17,1992,NBA,Rockets,,,1457.6033,1307.3221
Pacers,Pelicans,128,117,1.46,3.19,1992-02-17,1992,NBA,Pacers,,,1525.5201,1389.377
Clippers,Spurs,124,110,3.07,1.48,1992-02-17,1992,NBA,Clippers,,,1458.7947,1584.9924
Heat,Knicks,102,104,3.48,1.4,1992-02-17,1992,NBA,Heat,,,1413.7903,1571.6064
Thunder,Suns,98,96,3.05,1.49,1992-02-17,1992,NBA,Thunder,,,1501.297,1625.8774
Jazz,Celtics,88,83,1.68,2.48,1992-02-17,1992,NBA,Jazz,,,1596.9662,1529.1993
Wizards,Hawks,110,117,2.77,1.56,1992-02-17,1992,NBA,Wizards,,,1392.2676,1491.4792
Mavericks,Sixers,90,94,3.43,1.41,1992-02-18,1992,NBA,Mavericks,,,1311.6129,1465.7601
Pistons,Magic,117,95,1.26,4.82,1992-02-18,1992,NBA,Pistons,,,1577.6005,1344.6421
Bucks,Cavaliers,128,116,2.96,1.51,1992-02-18,1992,NBA,Bucks,,,1467.0527,1583.9254
Knicks,Kings,110,97,1.27,4.66,1992-02-18,1992,NBA,Knicks,,,1575.4633,1350.1337
Trailblazers,Suns,129,116,1.73,2.38,1992-02-18,1992,NBA,Trailblazers,,,1676.1526,1620.6006
Hawks,Wizards,102,103,1.51,2.95,1992-02-19,1992,NBA,Hawks,,,1499.9164,1383.8304
Pelicans,Nuggets,106,104,1.8,2.26,1992-02-19,1992,NBA,Pelicans,,,1385.5918,1345.8564
Warriors,Celtics,117,112,1.7,2.42,1992-02-19,1992,NBA,Warriors,,,1586.9014,1525.7777
Pacers,Kings,129,115,1.35,3.85,1992-02-19,1992,NBA,Pacers,,,1529.3053,1347.5431
Clippers,Lakers,125,94,2.1,1.91,1992-02-19,1992,NBA,Clippers,,,1472.9204,1489.4409
Nets,Pistons,106,102,3.5,1.4,1992-02-19,1992,NBA,Nets,,,1422.0874,1581.1467
Magic,Bulls,99,112,11.82,1.09,1992-02-19,1992,NBA,Magic,,,1341.0958,1754.7555
Spurs,Timberwolves,113,103,1.23,5.31,1992-02-19,1992,NBA,Spurs,,,1570.8667,1317.0922
Jazz,Mavericks,118,96,1.18,6.43,1992-02-19,1992,NBA,Jazz,,,1600.3878,1306.4883
Rockets,Sixers,110,101,2.14,1.88,1992-02-20,1992,NBA,Rockets,,,1447.8333,1470.8848
Bucks,Heat,109,111,1.67,2.49,1992-02-20,1992,NBA,Bucks,,,1479.4205,1409.9335
Knicks,Cavaliers,89,92,1.96,2.04,1992-02-20,1992,NBA,Knicks,,,1578.0538,1571.5576
Thunder,Lakers,105,103,1.83,2.21,1992-02-20,1992,NBA,Thunder,,,1506.5739,1473.3982
Hawks,Bulls,88,103,5.6,1.22,1992-02-21,1992,NBA,Hawks,,,1492.33,1757.5211
Celtics,Pelicans,113,110,1.46,3.16,1992-02-21,1992,NBA,Celtics,,,1522.244,1388.2784
Cavaliers,Kings,119,102,1.26,4.88,1992-02-21,1992,NBA,Cavaliers,,,1579.4856,1344.0808
Mavericks,Timberwolves,109,94,2.07,1.94,1992-02-21,1992,NBA,Mavericks,,,1303.989,1315.225
Warriors,Suns,123,115,2.15,1.87,1992-02-21,1992,NBA,Warriors,,,1590.4351,1614.2806
Clippers,Trailblazers,116,123,4.05,1.33,1992-02-21,1992,NBA,Clippers,,,1488.9631,1682.4725
Nets,Pacers,105,101,2.81,1.55,1992-02-21,1992,NBA,Nets,,,1429.843,1532.7676
Magic,Pistons,100,114,4.87,1.26,1992-02-21,1992,NBA,Magic,,,1338.3302,1573.3911
Spurs,Sixers,100,90,1.53,2.87,1992-02-21,1992,NBA,Spurs,,,1572.7339,1463.7136
Jazz,Rockets,124,97,1.43,3.34,1992-02-21,1992,NBA,Jazz,,,1602.8871,1455.0044
Wizards,Nuggets,99,106,1.76,2.32,1992-02-21,1992,NBA,Wizards,,,1391.4169,1343.1698
Hawks,Nets,119,107,1.75,2.33,1992-02-22,1992,NBA,Hawks,,,1485.7014,1436.2356
Pelicans,Magic,130,110,1.73,2.37,1992-02-22,1992,NBA,Pelicans,,,1386.3346,1331.0206
Bulls,Timberwolves,105,90,1.07,14.99,1992-02-22,1992,NBA,Bulls,,,1764.1497,1305.7977
Lakers,Warriors,124,126,3.07,1.48,1992-02-22,1992,NBA,Lakers,,,1470.6279,1597.1466
Heat,Pistons,107,98,3.55,1.39,1992-02-22,1992,NBA,Heat,,,1418.0526,1580.7007
Knicks,Nuggets,98,87,1.29,4.42,1992-02-22,1992,NBA,Knicks,,,1570.1259,1356.5568
Suns,Clippers,130,112,1.49,3.05,1992-02-22,1992,NBA,Suns,,,1607.5691,1483.1931
Thunder,Trailblazers,113,104,3.8,1.36,1992-02-22,1992,NBA,Thunder,,,1509.3441,1688.2426
Cavaliers,Bucks,103,89,1.53,2.9,1992-02-23,1992,NBA,Cavaliers,,,1582.4113,1471.3014
Rockets,Spurs,90,83,3.09,1.48,1992-02-23,1992,NBA,Rockets,,,1448.4587,1576.8397
Pacers,Celtics,102,95,1.99,2.01,1992-02-23,1992,NBA,Pacers,,,1526.375,1524.1879
Wizards,Kings,117,124,1.81,2.24,1992-02-23,1992,NBA,Wizards,,,1378.0299,1341.1552
Hawks,Nuggets,117,95,1.45,3.21,1992-02-24,1992,NBA,Hawks,,,1491.8805,1354.0701
Mavericks,Warriors,131,138,6.25,1.19,1992-02-24,1992,NBA,Mavericks,,,1313.4163,1601.5177
Timberwolves,Thunder,91,106,4.49,1.29,1992-02-24,1992,NBA,Timberwolves,,,1305.0786,1522.0533
Sixers,Kings,108,96,1.54,2.84,1992-02-24,1992,NBA,Sixers,,,1459.6078,1354.1429
Suns,Knicks,104,95,1.79,2.26,1992-02-24,1992,NBA,Suns,,,1613.1365,1572.6125
Trailblazers,Jazz,110,107,1.68,2.46,1992-02-24,1992,NBA,Trailblazers,,,1675.5333,1609.4327
Pelicans,Bucks,94,82,2.51,1.66,1992-02-25,1992,NBA,Pelicans,,,1394.7931,1466.2668
Pistons,Bulls,108,106,4.09,1.32,1992-02-25,1992,NBA,Pistons,,,1568.6252,1764.8688
Clippers,Jazz,101,106,3.1,1.48,1992-02-25,1992,NBA,Clippers,,,1477.6257,1606.6924
Nets,Celtics,109,95,2.67,1.6,1992-02-25,1992,NBA,Nets,,,1430.0565,1518.6345
Spurs,Heat,123,101,1.45,3.21,1992-02-25,1992,NBA,Spurs,,,1567.5299,1430.1281
Celtics,Pacers,130,109,2.16,1.86,1992-02-26,1992,NBA,Celtics,,,1506.3081,1531.9283
Bulls,Wizards,122,103,1.1,10.61,1992-02-26,1992,NBA,Bulls,,,1758.2197,1365.0421
Nuggets,Heat,98,105,2.55,1.65,1992-02-26,1992,NBA,Nuggets,,,1348.1034,1424.1486
Rockets,Warriors,118,116,3.34,1.43,1992-02-26,1992,NBA,Rockets,,,1457.7686,1605.2174
Lakers,Knicks,81,68,2.79,1.56,1992-02-26,1992,NBA,Lakers,,,1466.2568,1567.2203
Timberwolves,Mavericks,106,105,2.08,1.93,1992-02-26,1992,NBA,Timberwolves,,,1296.7625,1309.7166
Magic,Sixers,95,89,3.26,1.44,1992-02-26,1992,NBA,Magic,,,1322.5621,1464.2959
Suns,Cavaliers,103,100,1.84,2.2,1992-02-26,1992,NBA,Suns,,,1618.5287,1587.4458
Pelicans,Sixers,136,84,2.33,1.75,1992-02-27,1992,NBA,Pelicans,,,1405.2377,1455.3397
Pistons,Bucks,104,97,1.5,2.99,1992-02-27,1992,NBA,Pistons,,,1575.2743,1455.8223
Nets,Trailblazers,98,96,4.89,1.26,1992-02-27,1992,NBA,Nets,,,1442.3829,1678.2737
Kings,Knicks,110,109,4.26,1.31,1992-02-27,1992,NBA,Kings,,,1349.4548,1554.9241
Spurs,Warriors,124,103,2.16,1.86,1992-02-27,1992,NBA,Spurs,,,1573.5094,1599.5132
Jazz,Thunder,124,130,1.62,2.61,1992-02-27,1992,NBA,Jazz,,,1612.9958,1530.3695
Hawks,Celtics,102,90,2.13,1.89,1992-02-28,1992,NBA,Hawks,,,1497.8472,1518.9308
Mavericks,Suns,115,107,7.13,1.16,1992-02-28,1992,NBA,Mavericks,,,1306.8652,1621.7653
Nuggets,Rockets,81,84,3.05,1.49,1992-02-28,1992,NBA,Nuggets,,,1338.9358,1463.4728
Pacers,Magic,114,109,1.34,3.95,1992-02-28,1992,NBA,Pacers,,,1519.3057,1331.5183
Clippers,Heat,108,92,1.8,2.24,1992-02-28,1992,NBA,Clippers,,,1471.3223,1433.3162
Lakers,Cavaliers,90,101,2.84,1.54,1992-02-28,1992,NBA,Lakers,,,1478.5531,1584.2092
Bucks,Bulls,105,109,6.85,1.17,1992-02-28,1992,NBA,Bucks,,,1452.6676,1759.4724
Wizards,Trailblazers,96,117,6.86,1.17,1992-02-28,1992,NBA,Wizards,,,1363.7894,1670.834
Pelicans,Pacers,121,119,2.67,1.6,1992-02-29,1992,NBA,Pelicans,,,1432.3641,1521.1387
Pistons,Nets,90,99,1.48,3.1,1992-02-29,1992,NBA,Pistons,,,1578.429,1449.8226
Warriors,Heat,136,110,1.39,3.53,1992-02-29,1992,NBA,Warriors,,,1586.8699,1425.4357
Knicks,Timberwolves,103,87,1.24,5.21,1992-02-29,1992,NBA,Knicks,,,1549.2094,1299.6138
Kings,Thunder,115,110,3.96,1.34,1992-02-29,1992,NBA,Kings,,,1355.1696,1543.7905
Spurs,Nuggets,115,112,1.23,5.27,1992-02-29,1992,NBA,Spurs,,,1586.1527,1333.8394
Wizards,Sixers,92,101,2.51,1.66,1992-02-29,1992,NBA,Wizards,,,1357.0161,1428.2133
Celtics,Mavericks,101,91,1.34,3.93,1992-03-01,1992,NBA,Celtics,,,1510.4298,1323.8611
Bulls,Trailblazers,111,91,1.62,2.63,1992-03-01,1992,NBA,Bulls,,,1762.0031,1677.6073
Lakers,Rockets,97,105,2.0,2.0,1992-03-01,1992,NBA,Lakers,,,1467.7698,1468.5692
Bucks,Hawks,109,106,2.38,1.72,1992-03-01,1992,NBA,Bucks,,,1450.137,1506.3481
Nets,Knicks,90,75,2.61,1.62,1992-03-01,1992,NBA,Nets,,,1468.6088,1551.7999
Magic,Clippers,96,101,3.36,1.42,1992-03-01,1992,NBA,Magic,,,1329.6853,1479.2028
Suns,Jazz,114,109,1.97,2.03,1992-03-01,1992,NBA,Suns,,,1604.7694,1599.5748
Thunder,Cavaliers,113,107,2.42,1.71,1992-03-01,1992,NBA,Thunder,,,1534.325,1594.9926
Pistons,Wizards,99,89,1.29,4.42,1992-03-02,1992,NBA,Pistons,,,1559.6428,1346.2286
Kings,Warriors,98,118,4.72,1.27,1992-03-02,1992,NBA,Kings,,,1364.6351,1592.7955
Bulls,Pacers,101,103,1.23,5.29,1992-03-03,1992,NBA,Bulls,,,1769.3409,1516.5045
Warriors,Jazz,101,123,1.96,2.04,1992-03-03,1992,NBA,Warriors,,,1602.408,1594.9911
Heat,Clippers,116,117,2.46,1.69,1992-03-03,1992,NBA,Heat,,,1419.51,1485.0137
Timberwolves,Spurs,102,103,6.31,1.19,1992-03-03,1992,NBA,Timberwolves,,,1297.0232,1587.167
Knicks,Mavericks,102,83,1.29,4.51,1992-03-03,1992,NBA,Knicks,,,1539.1573,1321.14
Magic,Wizards,93,106,2.12,1.89,1992-03-03,1992,NBA,Magic,,,1323.8744,1343.8831
Suns,Rockets,112,107,1.48,3.09,1992-03-03,1992,NBA,Suns,,,1609.3531,1481.1729
Trailblazers,Lakers,105,101,1.29,4.45,1992-03-03,1992,NBA,Trailblazers,,,1670.2694,1455.1661
Thunder,Nuggets,111,92,1.3,4.31,1992-03-03,1992,NBA,Thunder,,,1540.9767,1332.8251
Celtics,Magic,125,100,1.31,4.26,1992-03-04,1992,NBA,Celtics,,,1513.1509,1307.8221
Nuggets,Trailblazers,100,129,8.18,1.14,1992-03-04,1992,NBA,Nuggets,,,1329.1458,1671.6854
Pistons,Pacers,110,107,1.82,2.21,1992-03-04,1992,NBA,Pistons,,,1561.9884,1528.4072
Lakers,Nets,101,92,2.17,1.85,1992-03-04,1992,NBA,Lakers,,,1453.7501,1481.2513
Bucks,Pelicans,110,119,1.9,2.11,1992-03-04,1992,NBA,Bucks,,,1454.8612,1436.9983
Sixers,Hawks,107,102,2.43,1.7,1992-03-04,1992,NBA,Sixers,,,1439.0007,1501.6239
Kings,Cavaliers,108,109,4.83,1.26,1992-03-04,1992,NBA,Kings,,,1355.0227,1588.3408
Jazz,Spurs,102,93,1.84,2.2,1992-03-04,1992,NBA,Jazz,,,1619.8883,1588.9265
Warriors,Cavaliers,116,108,2.08,1.93,1992-03-05,1992,NBA,Warriors,,,1577.5107,1590.6566
Rockets,Heat,114,93,1.69,2.44,1992-03-05,1992,NBA,Rockets,,,1478.6508,1414.942
Timberwolves,Bulls,100,113,15.0,1.07,1992-03-05,1992,NBA,Timberwolves,,,1295.2637,1757.4382
Knicks,Clippers,101,91,1.74,2.36,1992-03-05,1992,NBA,Knicks,,,1542.6395,1489.5817
Suns,Thunder,118,105,1.68,2.47,1992-03-05,1992,NBA,Suns,,,1611.8752,1544.656
Wizards,Mavericks,119,109,1.78,2.28,1992-03-05,1992,NBA,Wizards,,,1359.9353,1317.6578
Hawks,Pacers,113,115,2.19,1.84,1992-03-06,1992,NBA,Hawks,,,1495.5231,1525.208
Celtics,Clippers,117,100,1.82,2.21,1992-03-06,1992,NBA,Celtics,,,1517.6837,1484.1647
Bulls,Heat,123,81,1.13,8.63,1992-03-06,1992,NBA,Bulls,,,1759.5393,1406.5378
Nuggets,Pistons,91,106,5.05,1.25,1992-03-06,1992,NBA,Nuggets,,,1322.0554,1565.1876
Bucks,Magic,124,102,1.45,3.2,1992-03-06,1992,NBA,Bucks,,,1440.6019,1303.2893
Sixers,Mavericks,88,86,1.46,3.15,1992-03-06,1992,NBA,Sixers,,,1445.1016,1311.9563
Trailblazers,Kings,114,106,1.15,7.53,1992-03-06,1992,NBA,Trailblazers,,,1678.7758,1352.7069
Jazz,Nets,117,96,1.42,3.39,1992-03-06,1992,NBA,Jazz,,,1625.5267,1473.9435
Hawks,Cavaliers,94,110,2.73,1.58,1992-03-07,1992,NBA,Hawks,,,1489.381,1584.2463
Warriors,Rockets,110,100,1.57,2.75,1992-03-07,1992,NBA,Warriors,,,1583.921,1487.0549
Pacers,Timberwolves,108,97,1.25,4.94,1992-03-07,1992,NBA,Pacers,,,1531.3501,1293.1626
Knicks,Pelicans,107,78,1.57,2.75,1992-03-07,1992,NBA,Knicks,,,1548.0565,1451.2576
Spurs,Suns,122,109,2.22,1.82,1992-03-07,1992,NBA,Spurs,,,1583.2881,1617.8485
Thunder,Nets,109,98,1.67,2.5,1992-03-07,1992,NBA,Thunder,,,1538.6827,1468.5747
Wizards,Bucks,94,90,2.59,1.63,1992-03-07,1992,NBA,Wizards,,,1365.6368,1446.5842
Mavericks,Spurs,81,93,6.08,1.2,1992-03-08,1992,NBA,Mavericks,,,1310.269,1592.7639
Nuggets,Jazz,88,112,7.17,1.16,1992-03-08,1992,NBA,Nuggets,,,1314.6882,1630.8955
Clippers,Warriors,97,96,2.91,1.52,1992-03-08,1992,NBA,Clippers,,,1475.7802,1588.2883
Lakers,Pistons,93,98,2.9,1.53,1992-03-08,1992,NBA,Lakers,,,1461.058,1572.5548
Heat,Wizards,112,98,1.83,2.2,1992-03-08,1992,NBA,Heat,,,1403.714,1371.525
Magic,Celtics,93,111,4.73,1.27,1992-03-08,1992,NBA,Magic,,,1297.307,1526.0682
Sixers,Bulls,99,103,7.15,1.16,1992-03-08,1992,NBA,Sixers,,,1446.7888,1762.3632
Trailblazers,Thunder,109,97,1.46,3.19,1992-03-08,1992,NBA,Trailblazers,,,1679.849,1543.9757
Kings,Rockets,108,109,3.13,1.47,1992-03-08,1992,NBA,Kings,,,1351.6337,1482.6876
Sixers,Knicks,99,111,2.91,1.52,1992-03-09,1992,NBA,Sixers,,,1444.3694,1557.0376
Pelicans,Timberwolves,105,96,1.42,3.39,1992-03-10,1992,NBA,Pelicans,,,1442.2765,1290.9976
Cavaliers,Suns,102,100,2.06,1.95,1992-03-10,1992,NBA,Cavaliers,,,1598.5715,1608.3727
Warriors,Nets,129,122,1.5,3.0,1992-03-10,1992,NBA,Warriors,,,1584.0586,1463.2817
Rockets,Mavericks,116,93,1.35,3.84,1992-03-10,1992,NBA,Rockets,,,1486.28,1305.0068
Pacers,Wizards,101,91,1.38,3.65,1992-03-10,1992,NBA,Pacers,,,1533.5151,1364.1171
Heat,Celtics,108,101,3.04,1.49,1992-03-10,1992,NBA,Heat,,,1411.1219,1534.9811
Bucks,Trailblazers,112,126,5.05,1.25,1992-03-10,1992,NBA,Bucks,,,1440.696,1683.8546
Knicks,Lakers,104,106,1.52,2.93,1992-03-10,1992,NBA,Knicks,,,1568.1372,1454.3154
Magic,Nuggets,82,89,2.12,1.9,1992-03-10,1992,NBA,Magic,,,1288.3942,1307.5872
Kings,Clippers,109,120,3.14,1.47,1992-03-10,1992,NBA,Kings,,,1348.0413,1480.0099
Spurs,Hawks,103,92,1.49,3.03,1992-03-10,1992,NBA,Spurs,,,1598.0261,1475.0558
Thunder,Pistons,92,98,2.25,1.8,1992-03-10,1992,NBA,Thunder,,,1539.9701,1579.2974
Hawks,Lakers,98,109,1.96,2.05,1992-03-11,1992,NBA,Hawks,,,1471.0012,1463.3383
Bulls,Celtics,119,85,1.25,4.96,1992-03-11,1992,NBA,Bulls,,,1764.7826,1525.8165
Mavericks,Pelicans,105,120,3.31,1.43,1992-03-11,1992,NBA,Mavericks,,,1300.13,1445.3651
Clippers,Thunder,96,104,2.26,1.79,1992-03-11,1992,NBA,Clippers,,,1489.7615,1530.4379
Timberwolves,Trailblazers,113,124,11.17,1.1,1992-03-11,1992,NBA,Timberwolves,,,1287.9089,1690.8916
Sixers,Pacers,111,93,2.81,1.55,1992-03-11,1992,NBA,Sixers,,,1433.2698,1536.5028
Warriors,Pistons,112,119,2.01,1.99,1992-03-12,1992,NBA,Warriors,,,1587.1918,1588.8296
Bucks,Suns,100,106,3.68,1.37,1992-03-12,1992,NBA,Bucks,,,1433.6591,1605.0104
Kings,Jazz,103,114,6.61,1.18,1992-03-12,1992,NBA,Kings,,,1338.2897,1637.9966
Spurs,Rockets,104,98,1.53,2.89,1992-03-12,1992,NBA,Spurs,,,1602.0807,1491.1569
Hawks,Trailblazers,95,106,4.94,1.25,1992-03-13,1992,NBA,Hawks,,,1455.3334,1693.5291
Celtics,Nets,108,110,1.7,2.42,1992-03-13,1992,NBA,Celtics,,,1521.1261,1460.1486
Cavaliers,Lakers,109,107,1.49,3.03,1992-03-13,1992,NBA,Cavaliers,,,1601.9338,1479.0061
Rockets,Pelicans,118,100,1.83,2.2,1992-03-13,1992,NBA,Rockets,,,1488.1271,1456.6761
Clippers,Mavericks,105,97,1.34,3.98,1992-03-13,1992,NBA,Clippers,,,1478.6179,1288.819
Heat,Nuggets,113,109,1.56,2.8,1992-03-13,1992,NBA,Heat,,,1420.2865,1318.6364
Magic,Pacers,98,97,5.07,1.25,1992-03-13,1992,NBA,Magic,,,1277.345,1521.0907
Sixers,Suns,104,108,3.54,1.39,1992-03-13,1992,NBA,Sixers,,,1448.6819,1610.844
Wizards,Timberwolves,118,115,1.65,2.55,1992-03-13,1992,NBA,Wizards,,,1361.1294,1285.2715
Hawks,Heat,115,102,1.86,2.16,1992-03-14,1992,NBA,Hawks,,,1449.1664,1422.8844
Bucks,Sixers,110,105,2.1,1.91,1992-03-14,1992,NBA,Bucks,,,1427.8254,1443.7238
Knicks,Nets,94,96,1.59,2.69,1992-03-14,1992,NBA,Knicks,,,1559.1144,1468.095
Magic,Bulls,96,112,15.0,1.06,1992-03-14,1992,NBA,Magic,,,1283.7007,1769.473
Kings,Pistons,83,89,5.64,1.22,1992-03-14,1992,NBA,Kings,,,1333.7217,1600.4791
Spurs,Jazz,113,106,2.24,1.81,1992-03-14,1992,NBA,Spurs,,,1605.1105,1642.5646
Wizards,Lakers,89,92,2.92,1.52,1992-03-14,1992,NBA,Wizards,,,1363.7419,1477.2266
Celtics,Trailblazers,152,148,3.93,1.34,1992-03-15,1992,NBA,Celtics,,,1513.1797,1699.696
Cavaliers,Nuggets,100,91,1.19,6.24,1992-03-15,1992,NBA,Cavaliers,,,1603.7134,1316.0385
Rockets,Jazz,106,97,3.23,1.45,1992-03-15,1992,NBA,Rockets,,,1496.9296,1635.9796
Clippers,Kings,131,105,1.42,3.39,1992-03-15,1992,NBA,Clippers,,,1480.9568,1329.9435
Timberwolves,Suns,113,118,7.81,1.15,1992-03-15,1992,NBA,Timberwolves,,,1282.6589,1615.8021
Thunder,Mavericks,109,100,1.23,5.34,1992-03-15,1992,NBA,Thunder,,,1541.5814,1286.4801
Pistons,Hawks,77,89,1.43,3.34,1992-03-16,1992,NBA,Pistons,,,1604.2573,1456.4192
Pacers,Lakers,98,85,1.83,2.2,1992-03-16,1992,NBA,Pacers,,,1514.735,1482.543
Heat,Bulls,100,116,8.76,1.13,1992-03-16,1992,NBA,Heat,,,1415.6316,1771.5767
Spurs,Pelicans,112,117,1.39,3.57,1992-03-16,1992,NBA,Spurs,,,1611.6954,1447.8737
Wizards,Cavaliers,102,111,5.14,1.24,1992-03-16,1992,NBA,Wizards,,,1358.4255,1605.1539
Nuggets,Kings,118,100,2.05,1.95,1992-03-17,1992,NBA,Nuggets,,,1314.5979,1323.6781
Rockets,Clippers,100,92,1.89,2.13,1992-03-17,1992,NBA,Rockets,,,1508.1019,1487.2222
Bucks,Celtics,127,106,2.67,1.6,1992-03-17,1992,NBA,Bucks,,,1432.8535,1521.6322
Nets,Bulls,79,90,6.6,1.18,1992-03-17,1992,NBA,Nets,,,1476.6522,1775.9277
Magic,Knicks,86,99,5.7,1.21,1992-03-17,1992,NBA,Magic,,,1281.597,1550.5571
Suns,Mavericks,92,81,1.15,7.82,1992-03-17,1992,NBA,Suns,,,1618.2596,1284.7419
Trailblazers,Timberwolves,111,91,1.09,11.66,1992-03-17,1992,NBA,Trailblazers,,,1691.2435,1280.2014
Thunder,Warriors,107,119,2.2,1.83,1992-03-17,1992,NBA,Thunder,,,1543.3196,1575.5422
Hawks,Magic,96,99,1.31,4.24,1992-03-18,1992,NBA,Hawks,,,1479.8267,1275.6743
Celtics,Cavaliers,96,94,2.83,1.55,1992-03-18,1992,NBA,Celtics,,,1505.3777,1610.3904
Mavericks,Clippers,86,117,4.13,1.32,1992-03-18,1992,NBA,Mavericks,,,1283.4963,1481.7129
Pistons,Sixers,91,85,1.44,3.27,1992-03-18,1992,NBA,Pistons,,,1580.8499,1438.6957
