home_team,away_team,home_score,away_score,home_odds,away_odds,date,season,league,venue,attendance,over_under,home_rating,away_rating
Bucks,Wizards,90,96,3.42,1.41,1979-02-07,1979,NBA,Bucks,,,1499.5179,1653.2649
Jazz,Knicks,125,123,2.71,1.58,1979-02-07,1979,NBA,Jazz,,,1389.7665,1483.2051
Sixers,Pistons,114,103,1.5,2.99,1979-02-07,1979,NBA,Sixers,,,1550.5433,1431.0439
Clippers,Spurs,113,126,2.9,1.53,1979-02-07,1979,NBA,Clippers,,,1478.7794,1590.0516
Pistons,Nets,105,106,2.02,1.98,1979-02-08,1979,NBA,Pistons,,,1426.9158,1430.2844
Rockets,Bucks,134,129,2.13,1.88,1979-02-08,1979,NBA,Rockets,,,1471.8981,1493.2418
Celtics,Pacers,112,101,2.2,1.83,1979-02-09,1979,NBA,Celtics,,,1429.2955,1460.7645
Bulls,Kings,114,124,3.72,1.37,1979-02-09,1979,NBA,Bulls,,,1394.7024,1568.7498
Warriors,Nuggets,104,106,2.2,1.83,1979-02-09,1979,NBA,Warriors,,,1496.1046,1527.9758
Lakers,Cavaliers,106,103,1.41,3.44,1979-02-09,1979,NBA,Lakers,,,1597.0181,1442.2573
Bucks,Thunder,118,116,2.56,1.64,1979-02-09,1979,NBA,Bucks,,,1488.0948,1565.7922
Jazz,Rockets,99,106,2.61,1.62,1979-02-09,1979,NBA,Jazz,,,1394.4823,1477.045
Sixers,Clippers,117,106,1.6,2.66,1979-02-09,1979,NBA,Sixers,,,1554.6715,1467.03
Suns,Hawks,102,105,1.74,2.34,1979-02-09,1979,NBA,Suns,,,1572.7177,1521.5519
Trailblazers,Spurs,125,106,2.57,1.64,1979-02-09,1979,NBA,Trailblazers,,,1523.849,1601.801
Pistons,Jazz,105,107,1.81,2.23,1979-02-10,1979,NBA,Pistons,,,1421.3473,1385.5227
Rockets,Thunder,113,101,2.54,1.65,1979-02-10,1979,NBA,Rockets,,,1486.0046,1561.3494
Knicks,Celtics,102,106,1.79,2.26,1979-02-10,1979,NBA,Knicks,,,1478.4893,1437.7018
Celtics,Knicks,107,102,2.13,1.89,1979-02-11,1979,NBA,Celtics,,,1447.5686,1468.6224
Warriors,Spurs,107,125,2.75,1.57,1979-02-11,1979,NBA,Warriors,,,1490.0048,1587.2515
Pacers,Bulls,110,108,1.69,2.46,1979-02-11,1979,NBA,Pacers,,,1452.3583,1386.9622
Kings,Lakers,104,103,2.14,1.88,1979-02-11,1979,NBA,Kings,,,1576.49,1598.7594
Bucks,Nuggets,126,87,2.27,1.79,1979-02-11,1979,NBA,Bucks,,,1492.5377,1534.0757
Nets,Clippers,104,98,2.16,1.86,1979-02-11,1979,NBA,Nets,,,1435.8529,1462.1764
Sixers,Wizards,107,99,2.78,1.56,1979-02-11,1979,NBA,Sixers,,,1559.5251,1659.541
Suns,Cavaliers,136,101,1.49,3.03,1979-02-11,1979,NBA,Suns,,,1563.7532,1440.516
Trailblazers,Hawks,91,87,1.96,2.05,1979-02-11,1979,NBA,Trailblazers,,,1538.3986,1530.5164
Bulls,Nuggets,94,104,3.09,1.48,1979-02-13,1979,NBA,Bulls,,,1384.5856,1512.9656
Cavaliers,Lakers,117,111,3.57,1.39,1979-02-13,1979,NBA,Cavaliers,,,1431.5154,1595.7915
Rockets,Pacers,120,124,1.79,2.27,1979-02-13,1979,NBA,Rockets,,,1496.6073,1454.7349
Nets,Kings,111,102,3.21,1.45,1979-02-13,1979,NBA,Nets,,,1441.6295,1579.4579
Trailblazers,Jazz,120,101,1.42,3.36,1979-02-13,1979,NBA,Trailblazers,,,1542.4686,1392.9611
Clippers,Wizards,136,138,4.06,1.33,1979-02-13,1979,NBA,Clippers,,,1456.3998,1650.4612
Pistons,Nuggets,111,107,2.87,1.54,1979-02-14,1979,NBA,Pistons,,,1413.9089,1522.2856
Warriors,Jazz,113,101,1.61,2.65,1979-02-14,1979,NBA,Warriors,,,1474.6196,1387.8976
Pacers,Knicks,106,97,1.99,2.01,1979-02-14,1979,NBA,Pacers,,,1464.6302,1463.4818
Bucks,Nets,115,94,1.7,2.42,1979-02-14,1979,NBA,Bucks,,,1513.6478,1452.7557
Sixers,Kings,106,108,2.0,2.0,1979-02-14,1979,NBA,Sixers,,,1568.605,1568.3317
Spurs,Celtics,149,119,1.42,3.37,1979-02-14,1979,NBA,Spurs,,,1602.6366,1452.7092
Thunder,Hawks,116,104,1.87,2.15,1979-02-14,1979,NBA,Thunder,,,1550.7467,1526.4463
Cavaliers,Sixers,113,100,3.0,1.5,1979-02-15,1979,NBA,Cavaliers,,,1441.1584,1561.8763
Rockets,Trailblazers,119,116,2.42,1.7,1979-02-15,1979,NBA,Rockets,,,1486.7119,1547.5321
Suns,Wizards,119,108,2.59,1.63,1979-02-15,1979,NBA,Suns,,,1572.7538,1653.7672
Clippers,Jazz,122,112,1.67,2.5,1979-02-15,1979,NBA,Clippers,,,1453.0938,1382.7449
Bulls,Knicks,107,104,2.6,1.62,1979-02-16,1979,NBA,Bulls,,,1375.2655,1457.0267
Nuggets,Clippers,104,118,1.72,2.39,1979-02-16,1979,NBA,Nuggets,,,1515.7651,1458.0762
Pistons,Rockets,110,96,2.51,1.66,1979-02-16,1979,NBA,Pistons,,,1420.4294,1491.5239
Warriors,Wizards,109,103,3.57,1.39,1979-02-16,1979,NBA,Warriors,,,1479.7723,1643.5127
Kings,Sixers,119,104,1.86,2.16,1979-02-16,1979,NBA,Kings,,,1575.0603,1548.6749
Bucks,Lakers,99,98,2.45,1.69,1979-02-16,1979,NBA,Bucks,,,1522.1674,1586.1484
Nets,Pacers,100,105,2.17,1.86,1979-02-16,1979,NBA,Nets,,,1444.2362,1471.0853
Spurs,Trailblazers,121,120,1.68,2.47,1979-02-16,1979,NBA,Spurs,,,1609.6245,1542.7201
Thunder,Suns,119,104,2.16,1.86,1979-02-16,1979,NBA,Thunder,,,1557.6976,1583.0083
Knicks,Cavaliers,117,127,2.01,1.99,1979-02-17,1979,NBA,Knicks,,,1451.8055,1454.3599
Suns,Jazz,136,112,1.33,4.08,1979-02-17,1979,NBA,Suns,,,1572.9938,1377.7625
Nuggets,Jazz,115,112,1.5,3.01,1979-02-18,1979,NBA,Nuggets,,,1494.7903,1373.1067
Pistons,Spurs,124,104,3.81,1.36,1979-02-18,1979,NBA,Pistons,,,1431.957,1611.598
Pacers,Lakers,111,122,2.8,1.55,1979-02-18,1979,NBA,Pacers,,,1480.1111,1582.6256
Kings,Bulls,130,107,1.31,4.21,1979-02-18,1979,NBA,Kings,,,1583.026,1380.4867
Nets,Rockets,126,124,2.29,1.77,1979-02-18,1979,NBA,Nets,,,1435.2104,1479.9963
Sixers,Bucks,110,107,1.92,2.09,1979-02-18,1979,NBA,Sixers,,,1540.7092,1525.6902
Trailblazers,Celtics,111,104,1.58,2.73,1979-02-18,1979,NBA,Trailblazers,,,1540.7466,1445.7213
Clippers,Hawks,116,101,2.26,1.79,1979-02-18,1979,NBA,Clippers,,,1479.051,1519.4954
Thunder,Wizards,94,105,2.46,1.68,1979-02-18,1979,NBA,Thunder,,,1567.7122,1633.8861
Bulls,Trailblazers,99,97,3.63,1.38,1979-02-20,1979,NBA,Bulls,,,1376.1482,1544.3201
Cavaliers,Hawks,109,119,2.26,1.79,1979-02-20,1979,NBA,Cavaliers,,,1468.6912,1508.8258
Lakers,Warriors,91,102,1.55,2.82,1979-02-20,1979,NBA,Lakers,,,1593.5353,1489.3989
Knicks,Suns,107,117,3.24,1.45,1979-02-20,1979,NBA,Knicks,,,1437.4742,1577.6495
Spurs,Thunder,118,102,1.82,2.22,1979-02-20,1979,NBA,Spurs,,,1590.1616,1555.2961
Hawks,Trailblazers,106,83,2.1,1.91,1979-02-21,1979,NBA,Hawks,,,1521.585,1538.2194
Nuggets,Pacers,114,109,1.85,2.17,1979-02-21,1979,NBA,Nuggets,,,1496.8627,1469.2014
Pistons,Sixers,106,99,2.69,1.59,1979-02-21,1979,NBA,Pistons,,,1453.3934,1544.1932
Warriors,Celtics,97,101,1.68,2.47,1979-02-21,1979,NBA,Warriors,,,1509.5101,1442.1478
Kings,Bucks,133,117,1.69,2.46,1979-02-21,1979,NBA,Kings,,,1587.3645,1522.2062
Nets,Suns,123,112,3.34,1.43,1979-02-21,1979,NBA,Nets,,,1439.1086,1586.5464
Jazz,Thunder,94,96,3.76,1.36,1979-02-21,1979,NBA,Jazz,,,1371.0343,1547.2991
Cavaliers,Kings,111,107,3.22,1.45,1979-02-22,1979,NBA,Cavaliers,,,1455.932,1594.2872
Wizards,Rockets,110,120,1.38,3.66,1979-02-22,1979,NBA,Wizards,,,1646.3021,1476.0981
Warriors,Pacers,94,96,1.82,2.22,1979-02-23,1979,NBA,Warriors,,,1498.9396,1465.0621
Kings,Suns,121,112,1.93,2.08,1979-02-23,1979,NBA,Kings,,,1587.0453,1573.5475
Lakers,Celtics,113,104,1.5,3.0,1979-02-23,1979,NBA,Lakers,,,1573.4241,1452.7184
Nets,Trailblazers,110,99,2.52,1.66,1979-02-23,1979,NBA,Nets,,,1452.1075,1525.2688
Jazz,Bulls,111,102,2.09,1.92,1979-02-23,1979,NBA,Jazz,,,1367.4642,1382.2489
Clippers,Sixers,117,116,2.31,1.77,1979-02-23,1979,NBA,Clippers,,,1489.7206,1536.063
Wizards,Thunder,132,110,1.65,2.53,1979-02-23,1979,NBA,Wizards,,,1624.4387,1550.8691
Hawks,Suns,110,85,2.21,1.83,1979-02-24,1979,NBA,Hawks,,,1534.5355,1567.4396
Cavaliers,Jazz,96,105,1.6,2.67,1979-02-24,1979,NBA,Cavaliers,,,1463.174,1374.3855
Nuggets,Bucks,132,117,2.09,1.92,1979-02-24,1979,NBA,Nuggets,,,1501.002,1515.2834
Knicks,Nets,111,107,2.21,1.82,1979-02-24,1979,NBA,Knicks,,,1428.5774,1462.0564
Bulls,Cavaliers,108,117,2.5,1.67,1979-02-25,1979,NBA,Bulls,,,1375.3276,1446.0269
Nuggets,Sixers,111,119,2.14,1.88,1979-02-25,1979,NBA,Nuggets,,,1510.5544,1532.7813
Pistons,Trailblazers,119,126,2.36,1.73,1979-02-25,1979,NBA,Pistons,,,1461.5237,1515.3199
Kings,Thunder,114,106,1.75,2.34,1979-02-25,1979,NBA,Kings,,,1593.1532,1542.5939
Lakers,Pacers,118,108,1.55,2.83,1979-02-25,1979,NBA,Lakers,,,1577.0505,1472.4613
Nets,Knicks,116,102,1.87,2.15,1979-02-25,1979,NBA,Nets,,,1457.1874,1433.4464
Spurs,Rockets,127,107,1.56,2.78,1979-02-25,1979,NBA,Spurs,,,1598.1587,1497.9615
Clippers,Celtics,131,116,1.78,2.29,1979-02-25,1979,NBA,Clippers,,,1493.0023,1449.0919
Wizards,Warriors,99,89,1.44,3.25,1979-02-25,1979,NBA,Wizards,,,1632.714,1491.5404
Hawks,Rockets,125,111,1.72,2.4,1979-02-27,1979,NBA,Hawks,,,1549.26,1491.1831
Bulls,Pistons,124,117,2.65,1.61,1979-02-27,1979,NBA,Bulls,,,1364.5216,1451.6331
Nuggets,Thunder,121,106,2.25,1.8,1979-02-27,1979,NBA,Nuggets,,,1498.741,1537.7976
Lakers,Kings,122,114,2.1,1.91,1979-02-27,1979,NBA,Lakers,,,1581.2502,1597.9495
Knicks,Warriors,101,99,2.43,1.7,1979-02-27,1979,NBA,Knicks,,,1425.7437,1488.0664
Trailblazers,Sixers,118,115,2.12,1.89,1979-02-27,1979,NBA,Trailblazers,,,1525.2106,1544.5947
Clippers,Pacers,124,107,1.83,2.2,1979-02-27,1979,NBA,Clippers,,,1500.3425,1468.2616
Celtics,Jazz,122,112,1.75,2.34,1979-02-28,1979,NBA,Celtics,,,1441.7517,1391.5326
Rockets,Nuggets,122,97,2.15,1.87,1979-02-28,1979,NBA,Rockets,,,1484.6292,1509.3495
Bucks,Cavaliers,139,117,1.75,2.33,1979-02-28,1979,NBA,Bucks,,,1505.731,1456.8329
Suns,Pacers,103,102,1.59,2.71,1979-02-28,1979,NBA,Suns,,,1552.7151,1459.8208
Spurs,Knicks,135,112,1.37,3.74,1979-02-28,1979,NBA,Spurs,,,1604.9371,1429.9275
Clippers,Kings,122,120,2.61,1.62,1979-02-28,1979,NBA,Clippers,,,1508.7833,1591.4401
Thunder,Sixers,97,93,2.08,1.93,1979-02-28,1979,NBA,Thunder,,,1527.1891,1540.54
Wizards,Bulls,124,113,1.22,5.56,1979-02-28,1979,NBA,Wizards,,,1636.188,1372.5398
Hawks,Warriors,104,86,1.66,2.51,1979-03-01,1979,NBA,Hawks,,,1555.814,1483.8826
Celtics,Clippers,99,106,2.46,1.68,1979-03-02,1979,NBA,Celtics,,,1447.2427,1513.3114
Pacers,Warriors,98,105,2.11,1.9,1979-03-02,1979,NBA,Pacers,,,1458.0854,1476.6266
Lakers,Sixers,126,111,1.74,2.35,1979-03-02,1979,NBA,Lakers,,,1587.7596,1536.0708
Nets,Bucks,99,91,2.33,1.75,1979-03-02,1979,NBA,Nets,,,1464.8901,1515.0543
Suns,Nuggets,105,119,1.71,2.41,1979-03-02,1979,NBA,Suns,,,1554.4504,1495.1245
Trailblazers,Rockets,98,118,1.84,2.19,1979-03-02,1979,NBA,Trailblazers,,,1529.2653,1498.8541
Spurs,Kings,129,125,1.88,2.14,1979-03-02,1979,NBA,Spurs,,,1609.9832,1586.912
Thunder,Cavaliers,109,111,1.62,2.62,1979-03-02,1979,NBA,Thunder,,,1531.6583,1447.5095
Hawks,Bulls,119,101,1.33,4.03,1979-03-03,1979,NBA,Hawks,,,1563.0699,1370.6675
Pistons,Jazz,110,101,1.72,2.39,1979-03-03,1979,NBA,Pistons,,,1443.6149,1386.0416
Knicks,Clippers,111,108,2.76,1.57,1979-03-03,1979,NBA,Knicks,,,1424.8815,1522.8008
Celtics,Bucks,122,135,2.49,1.67,1979-03-04,1979,NBA,Celtics,,,1437.7533,1507.567
Kings,Warriors,110,111,1.58,2.73,1979-03-04,1979,NBA,Kings,,,1583.1127,1487.6979
Lakers,Nuggets,99,113,1.64,2.57,1979-03-04,1979,NBA,Lakers,,,1594.8336,1516.1876
Suns,Sixers,119,94,1.98,2.03,1979-03-04,1979,NBA,Suns,,,1533.3873,1528.9968
Trailblazers,Cavaliers,106,102,1.76,2.32,1979-03-04,1979,NBA,Trailblazers,,,1504.4176,1455.9268
Thunder,Rockets,119,109,2.0,2.0,1979-03-04,1979,NBA,Thunder,,,1523.2411,1523.7018
Wizards,Spurs,129,128,1.87,2.15,1979-03-04,1979,NBA,Wizards,,,1638.0603,1613.7825
Hawks,Sixers,94,91,1.75,2.34,1979-03-06,1979,NBA,Hawks,,,1566.9376,1516.4646
Nuggets,Rockets,118,119,1.88,2.13,1979-03-06,1979,NBA,Nuggets,,,1538.2949,1516.7706
Nets,Spurs,99,103,3.23,1.45,1979-03-06,1979,NBA,Nets,,,1472.3774,1611.3678
Knicks,Trailblazers,110,118,2.56,1.64,1979-03-06,1979,NBA,Knicks,,,1430.4293,1507.7916
Hawks,Kings,122,120,2.04,1.97,1979-03-07,1979,NBA,Hawks,,,1569.8921,1575.8794
Pistons,Thunder,93,99,2.6,1.63,1979-03-07,1979,NBA,Pistons,,,1448.587,1530.1722
Warriors,Cavaliers,101,103,1.78,2.28,1979-03-07,1979,NBA,Warriors,,,1494.9312,1452.5527
Pacers,Wizards,109,105,4.05,1.33,1979-03-07,1979,NBA,Pacers,,,1447.0142,1640.475
Bucks,Nets,133,98,1.73,2.37,1979-03-07,1979,NBA,Bucks,,,1521.2112,1466.9298
Jazz,Trailblazers,102,103,3.19,1.46,1979-03-07,1979,NBA,Jazz,,,1381.0695,1517.64
Sixers,Celtics,114,107,1.6,2.67,1979-03-07,1979,NBA,Sixers,,,1513.5101,1424.1091
Clippers,Rockets,138,115,2.03,1.97,1979-03-07,1979,NBA,Clippers,,,1517.2529,1522.7529
Suns,Bulls,132,117,1.36,3.8,1979-03-08,1979,NBA,Suns,,,1545.9196,1366.7998
Pistons,Celtics,160,117,1.89,2.12,1979-03-09,1979,NBA,Pistons,,,1440.3231,1420.4333
Pacers,Trailblazers,125,116,2.46,1.69,1979-03-09,1979,NBA,Pacers,,,1455.6453,1521.1552
Kings,Wizards,121,116,2.41,1.71,1979-03-09,1979,NBA,Kings,,,1572.5726,1631.8439
Lakers,Bulls,92,102,1.3,4.34,1979-03-09,1979,NBA,Lakers,,,1572.7263,1363.1229
Bucks,Sixers,119,113,1.91,2.1,1979-03-09,1979,NBA,Bucks,,,1533.9137,1517.1859
Nets,Thunder,100,108,2.62,1.62,1979-03-09,1979,NBA,Nets,,,1454.2273,1538.4362
Rockets,Jazz,124,109,1.47,3.15,1979-03-10,1979,NBA,Rockets,,,1510.4142,1377.5543
Knicks,Spurs,110,111,4.09,1.32,1979-03-10,1979,NBA,Knicks,,,1420.5809,1616.8154
Clippers,Cavaliers,121,115,1.67,2.49,1979-03-10,1979,NBA,Clippers,,,1529.5917,1460.123
Hawks,Thunder,113,111,1.87,2.16,1979-03-11,1979,NBA,Hawks,,,1573.1989,1548.0493
Celtics,Lakers,108,106,3.32,1.43,1979-03-11,1979,NBA,Celtics,,,1403.0494,1549.1117
Nuggets,Wizards,98,119,2.71,1.58,1979-03-11,1979,NBA,Nuggets,,,1532.3126,1625.8239
Warriors,Bulls,107,109,1.56,2.78,1979-03-11,1979,NBA,Warriors,,,1487.3608,1386.7375
Pacers,Suns,112,111,2.64,1.61,1979-03-11,1979,NBA,Pacers,,,1464.1804,1549.5964
Kings,Trailblazers,100,115,1.68,2.46,1979-03-11,1979,NBA,Kings,,,1578.5927,1512.62
Bucks,Pistons,115,125,1.63,2.59,1979-03-11,1979,NBA,Bucks,,,1538.6954,1457.707
Nets,Sixers,104,103,2.48,1.68,1979-03-11,1979,NBA,Nets,,,1444.6141,1512.4042
Bulls,Nets,105,102,2.35,1.74,1979-03-13,1979,NBA,Bulls,,,1395.4907,1448.1903
Cavaliers,Suns,120,124,2.67,1.6,1979-03-13,1979,NBA,Cavaliers,,,1456.3944,1545.7688
Pacers,Pistons,122,120,2.04,1.96,1979-03-13,1979,NBA,Pacers,,,1468.0081,1475.6469
Knicks,Jazz,104,91,1.77,2.3,1979-03-13,1979,NBA,Knicks,,,1417.8417,1372.8458
Trailblazers,Hawks,103,82,2.27,1.79,1979-03-13,1979,NBA,Trailblazers,,,1535.0442,1576.074
Wizards,Lakers,120,111,1.56,2.78,1979-03-13,1979,NBA,Wizards,,,1643.178,1543.4337
Celtics,Suns,117,126,3.29,1.44,1979-03-14,1979,NBA,Celtics,,,1408.7274,1552.3424
Nuggets,Nets,120,100,1.66,2.51,1979-03-14,1979,NBA,Nuggets,,,1514.9585,1443.5323
Warriors,Hawks,113,98,2.62,1.62,1979-03-14,1979,NBA,Warriors,,,1478.6077,1562.6107
Rockets,Kings,129,107,2.27,1.79,1979-03-14,1979,NBA,Rockets,,,1515.1227,1556.1685
Bucks,Jazz,158,102,1.41,3.43,1979-03-14,1979,NBA,Bucks,,,1520.7556,1366.1998
Sixers,Thunder,96,99,2.23,1.81,1979-03-14,1979,NBA,Sixers,,,1508.828,1545.1742
Spurs,Lakers,125,112,1.63,2.59,1979-03-14,1979,NBA,Spurs,,,1619.5547,1539.3965
Clippers,Trailblazers,110,105,2.09,1.92,1979-03-14,1979,NBA,Clippers,,,1533.3203,1548.5074
Cavaliers,Thunder,98,104,2.8,1.55,1979-03-15,1979,NBA,Cavaliers,,,1449.8208,1552.1321
Pistons,Knicks,88,83,1.76,2.32,1979-03-15,1979,NBA,Pistons,,,1472.3162,1424.4877
Jazz,Spurs,124,122,5.73,1.21,1979-03-15,1979,NBA,Jazz,,,1355.3479,1625.1603
Celtics,Pistons,99,98,2.55,1.65,1979-03-16,1979,NBA,Celtics,,,1400.4963,1476.0824
Warriors,Nets,117,102,1.73,2.38,1979-03-16,1979,NBA,Warriors,,,1491.2894,1435.7094
Rockets,Bulls,124,118,1.48,3.1,1979-03-16,1979,NBA,Rockets,,,1529.0338,1400.1487
Lakers,Hawks,111,110,2.1,1.91,1979-03-16,1979,NBA,Lakers,,,1533.7909,1549.929
Jazz,Kings,112,120,3.8,1.36,1979-03-16,1979,NBA,Jazz,,,1363.4736,1542.2573
Sixers,Pacers,114,106,1.84,2.19,1979-03-16,1979,NBA,Sixers,,,1501.8701,1471.3387
Spurs,Suns,122,128,1.72,2.38,1979-03-16,1979,NBA,Spurs,,,1617.0345,1560.5735
Wizards,Bucks,126,134,1.51,2.95,1979-03-16,1979,NBA,Wizards,,,1647.2152,1531.6075
Bulls,Thunder,88,106,3.55,1.39,1979-03-17,1979,NBA,Bulls,,,1397.3876,1559.7992
Cavaliers,Wizards,114,117,3.95,1.34,1979-03-17,1979,NBA,Cavaliers,,,1442.1537,1630.1923
Nuggets,Hawks,118,111,2.15,1.87,1979-03-17,1979,NBA,Nuggets,,,1522.7815,1547.0381
Pistons,Pacers,105,98,1.96,2.04,1979-03-17,1979,NBA,Pistons,,,1472.396,1466.069
Rockets,Suns,134,122,2.27,1.79,1979-03-17,1979,NBA,Rockets,,,1531.7949,1573.1442
Knicks,Sixers,103,101,2.64,1.61,1979-03-17,1979,NBA,Knicks,,,1420.7214,1507.1399
Trailblazers,Nets,124,113,1.52,2.94,1979-03-17,1979,NBA,Trailblazers,,,1543.4948,1428.7659
Clippers,Warriors,107,102,1.79,2.26,1979-03-17,1979,NBA,Clippers,,,1538.333,1498.2329
Kings,Bulls,114,103,1.39,3.56,1979-03-18,1979,NBA,Kings,,,1548.8942,1385.4595
Lakers,Celtics,122,111,1.47,3.14,1979-03-18,1979,NBA,Lakers,,,1536.6818,1404.1827
Bucks,Spurs,147,127,2.38,1.73,1979-03-18,1979,NBA,Bucks,,,1548.6305,1604.4639
Jazz,Suns,121,117,4.29,1.3,1979-03-18,1979,NBA,Jazz,,,1356.8368,1563.8881
Sixers,Knicks,106,90,1.64,2.56,1979-03-18,1979,NBA,Sixers,,,1502.5468,1425.3146
Clippers,Nets,110,98,1.51,2.97,1979-03-18,1979,NBA,Clippers,,,1542.2393,1424.5349
Wizards,Cavaliers,126,112,1.32,4.09,1979-03-18,1979,NBA,Wizards,,,1634.1193,1438.2267
Hawks,Cavaliers,115,109,1.54,2.84,1979-03-20,1979,NBA,Hawks,,,1540.8083,1435.0228
Nuggets,Warriors,113,102,1.82,2.22,1979-03-20,1979,NBA,Nuggets,,,1529.0112,1494.3267
Nets,Pistons,117,110,2.39,1.72,1979-03-20,1979,NBA,Nets,,,1420.1318,1477.8479
Jazz,Wizards,107,126,5.77,1.21,1979-03-20,1979,NBA,Jazz,,,1365.8197,1637.3231
Knicks,Bucks,118,110,3.29,1.44,1979-03-20,1979,NBA,Knicks,,,1418.7892,1562.4513
Trailblazers,Clippers,115,109,1.99,2.01,1979-03-20,1979,NBA,Trailblazers,,,1547.7257,1546.6423
Spurs,Sixers,120,124,1.63,2.6,1979-03-20,1979,NBA,Spurs,,,1590.6431,1509.0721
Hawks,Pistons,111,104,1.66,2.52,1979-03-21,1979,NBA,Hawks,,,1543.9187,1470.6959
Warriors,Clippers,103,106,2.36,1.74,1979-03-21,1979,NBA,Warriors,,,1488.0576,1541.5128
Rockets,Sixers,108,114,1.89,2.13,1979-03-21,1979,NBA,Rockets,,,1541.051,1520.0208
Pacers,Bulls,114,105,1.64,2.57,1979-03-21,1979,NBA,Pacers,,,1460.6171,1382.1857
Kings,Spurs,116,123,2.17,1.85,1979-03-21,1979,NBA,Kings,,,1552.168,1579.6945
Lakers,Trailblazers,110,114,2.07,1.93,1979-03-21,1979,NBA,Lakers,,,1540.5399,1552.8552
Suns,Celtics,134,113,1.41,3.43,1979-03-21,1979,NBA,Suns,,,1554.9052,1400.3246
Wizards,Knicks,119,106,1.29,4.46,1979-03-21,1979,NBA,Wizards,,,1644.87,1429.3732
Cavaliers,Pacers,106,108,2.21,1.83,1979-03-22,1979,NBA,Cavaliers,,,1431.9125,1465.1084
Thunder,Celtics,112,110,1.36,3.77,1979-03-22,1979,NBA,Thunder,,,1571.7273,1395.0409
Bulls,Jazz,116,99,1.89,2.12,1979-03-23,1979,NBA,Bulls,,,1377.6943,1358.2728
Nuggets,Celtics,137,113,1.44,3.26,1979-03-23,1979,NBA,Nuggets,,,1535.2803,1393.7037
Pistons,Wizards,124,114,3.83,1.35,1979-03-23,1979,NBA,Pistons,,,1466.7133,1647.6073
Warriors,Bucks,116,113,2.5,1.67,1979-03-23,1979,NBA,Warriors,,,1481.4774,1551.8673
Pacers,Rockets,141,134,2.4,1.71,1979-03-23,1979,NBA,Pacers,,,1471.1826,1529.6218
Lakers,Clippers,156,119,2.1,1.91,1979-03-23,1979,NBA,Lakers,,,1532.0575,1548.093
Sixers,Nets,123,117,1.55,2.82,1979-03-23,1979,NBA,Sixers,,,1531.45,1427.2838
Sixers,Nets,110,98,1.53,2.89,1979-03-23,1979,NBA,Sixers,,,1534.5861,1424.1477
Suns,Kings,126,107,1.9,2.11,1979-03-23,1979,NBA,Suns,,,1560.1888,1541.4011
Spurs,Hawks,108,115,1.78,2.28,1979-03-23,1979,NBA,Spurs,,,1590.4613,1547.9014
Rockets,Hawks,120,116,2.25,1.8,1979-03-24,1979,NBA,Rockets,,,1522.4491,1561.0885
Jazz,Cavaliers,139,117,2.55,1.64,1979-03-24,1979,NBA,Jazz,,,1349.3254,1425.8383
Knicks,Bulls,143,148,1.79,2.26,1979-03-24,1979,NBA,Knicks,,,1426.6359,1386.6417
Trailblazers,Kings,100,98,1.84,2.19,1979-03-24,1979,NBA,Trailblazers,,,1561.3376,1531.7169
Celtics,Sixers,103,94,3.39,1.42,1979-03-25,1979,NBA,Celtics,,,1387.4829,1539.1566
Nuggets,Lakers,123,113,2.05,1.95,1979-03-25,1979,NBA,Nuggets,,,1541.5011,1550.2896
Warriors,Suns,95,111,2.62,1.62,1979-03-25,1979,NBA,Warriors,,,1486.4744,1569.873
Nets,Bulls,99,88,1.88,2.13,1979-03-25,1979,NBA,Nets,,,1419.5771,1397.5977
Trailblazers,Bucks,110,122,1.91,2.1,1979-03-25,1979,NBA,Trailblazers,,,1564.1541,1546.8704
Spurs,Pacers,113,121,1.57,2.77,1979-03-25,1979,NBA,Spurs,,,1577.2742,1478.3553
Thunder,Kings,111,101,1.78,2.29,1979-03-25,1979,NBA,Thunder,,,1573.0645,1528.9005
Wizards,Pistons,116,107,1.41,3.42,1979-03-25,1979,NBA,Wizards,,,1633.974,1480.3466
Bulls,Rockets,116,122,3.19,1.46,1979-03-27,1979,NBA,Bulls,,,1390.9496,1527.4238
Cavaliers,Celtics,111,109,1.94,2.06,1979-03-27,1979,NBA,Cavaliers,,,1409.8112,1399.1356
Jazz,Pacers,101,104,3.11,1.47,1979-03-27,1979,NBA,Jazz,,,1365.3525,1494.7377
Trailblazers,Knicks,123,112,1.47,3.13,1979-03-27,1979,NBA,Trailblazers,,,1547.1357,1415.6799
Thunder,Clippers,115,109,1.75,2.32,1979-03-27,1979,NBA,Thunder,,,1578.7155,1529.861
Wizards,Sixers,97,100,1.53,2.88,1979-03-27,1979,NBA,Wizards,,,1637.0242,1527.5039
Pistons,Nuggets,110,115,2.51,1.66,1979-03-28,1979,NBA,Pistons,,,1477.2964,1548.6906
Warriors,Kings,132,122,2.35,1.74,1979-03-28,1979,NBA,Warriors,,,1471.5463,1523.2495
Rockets,Pacers,124,125,1.82,2.22,1979-03-28,1979,NBA,Rockets,,,1534.1514,1499.739
Bucks,Celtics,135,117,1.38,3.63,1979-03-28,1979,NBA,Bucks,,,1563.8887,1396.0648
Nets,Wizards,108,127,4.17,1.32,1979-03-28,1979,NBA,Nets,,,1426.2252,1626.6862
Sixers,Bulls,112,96,1.41,3.42,1979-03-28,1979,NBA,Sixers,,,1537.8419,1384.222
