home_team,away_team,home_score,away_score,home_odds,away_odds,date,stadium,attendance,season,league,pitcher_home,pitcher_away,weather,runs,hits,errors
Cincinnati Reds,Milwaukee Brewers,6,4,1.95,1.95,2016-09-13,Great American Ball Park,,2016,MLB,,,,10,14,2
Kansas City Royals,Oakland Athletics,4,5,1.95,1.95,2016-09-13,Kauffman Stadium,,2016,MLB,,,,9,16,3
Houston Astros,Texas Rangers,2,3,1.95,1.95,2016-09-14,Minute Maid Park,,2016,MLB,,,,5,10,1
Chicago White Sox,Cleveland Indians,8,1,1.95,1.95,2016-09-14,U.S. Cellular Field,,2016,MLB,,,,9,15,1
St. Louis Cardinals,Chicago Cubs,4,2,1.95,1.95,2016-09-14,Busch Stadium,,2016,MLB,,,,6,11,0
Arizona Diamondbacks,Colorado Rockies,11,4,1.95,1.95,2016-09-14,Chase Field,,2016,MLB,,,,15,25,0
Los Angeles Angels,Seattle Mariners,0,8,1.95,1.95,2016-09-14,Angel Stadium of Anaheim,,2016,MLB,,,,8,13,2
San Francisco Giants,San Diego Padres,4,6,1.95,1.95,2016-09-14,AT&T Park,,2016,MLB,,,,10,24,0
Toronto Blue Jays,Tampa Bay Rays,1,8,1.95,1.95,2016-09-14,Rogers Centre,,2016,MLB,,,,9,15,1
St. Louis Cardinals,Chicago Cubs,0,7,1.95,1.95,2016-09-14,Busch Stadium,,2016,MLB,,,,7,15,0
San Francisco Giants,San Diego Padres,1,3,1.95,1.95,2016-09-14,AT&T Park,,2016,MLB,,,,4,12,0
Washington Nationals,New York Mets,1,0,1.95,1.95,2016-09-14,Nationals Park,,2016,MLB,,,,1,9,0
New York Yankees,Los Angeles Dodgers,0,2,1.95,1.95,2016-09-14,Yankee Stadium,,2016,MLB,,,,2,7,3
Philadelphia Phillies,Pittsburgh Pirates,6,2,1.95,1.95,2016-09-14,Citizens Bank Park,,2016,MLB,,,,8,24,2
Boston Red Sox,Baltimore Orioles,0,1,1.95,1.95,2016-09-14,Fenway Park,,2016,MLB,,,,1,9,1
Detroit Tigers,Minnesota Twins,9,6,1.95,1.95,2016-09-14,Comerica Park,,2016,MLB,,,,15,19,0
Atlanta Braves,Miami Marlins,5,7,1.95,1.95,2016-09-14,Turner Field,,2016,MLB,,,,12,17,1
Cincinnati Reds,Milwaukee Brewers,0,7,1.95,1.95,2016-09-14,Great American Ball Park,,2016,MLB,,,,7,12,2
Kansas City Royals,Oakland Athletics,0,8,1.95,1.95,2016-09-14,Kauffman Stadium,,2016,MLB,,,,8,17,1
Houston Astros,Texas Rangers,8,4,1.95,1.95,2016-09-15,Minute Maid Park,,2016,MLB,,,,12,20,1
Chicago White Sox,Cleveland Indians,1,6,1.95,1.95,2016-09-15,U.S. Cellular Field,,2016,MLB,,,,7,16,1
Arizona Diamondbacks,Colorado Rockies,11,6,1.95,1.95,2016-09-15,Chase Field,,2016,MLB,,,,17,30,2
Los Angeles Angels,Seattle Mariners,1,2,1.95,1.95,2016-09-15,Angel Stadium of Anaheim,,2016,MLB,,,,3,11,0
Detroit Tigers,Minnesota Twins,1,5,1.95,1.95,2016-09-15,Comerica Park,,2016,MLB,,,,6,20,1
Chicago White Sox,Cleveland Indians,2,1,1.95,1.95,2016-09-15,U.S. Cellular Field,,2016,MLB,,,,3,13,1
Baltimore Orioles,Tampa Bay Rays,6,7,1.95,1.95,2016-09-15,Oriole Park at Camden Yards,,2016,MLB,,,,13,21,1
Philadelphia Phillies,Pittsburgh Pirates,2,15,1.95,1.95,2016-09-15,Citizens Bank Park,,2016,MLB,,,,17,18,1
Boston Red Sox,New York Yankees,7,5,1.95,1.95,2016-09-15,Fenway Park,,2016,MLB,,,,12,23,0
Kansas City Royals,Oakland Athletics,5,14,1.95,1.95,2016-09-15,Kauffman Stadium,,2016,MLB,,,,19,25,2
Chicago Cubs,Milwaukee Brewers,4,5,1.95,1.95,2016-09-16,Wrigley Field,,2016,MLB,,,,9,17,2
Arizona Diamondbacks,Los Angeles Dodgers,7,3,1.95,1.95,2016-09-16,Chase Field,,2016,MLB,,,,10,15,0
Los Angeles Angels,Toronto Blue Jays,2,7,1.95,1.95,2016-09-16,Angel Stadium of Anaheim,,2016,MLB,,,,9,16,2
San Francisco Giants,St. Louis Cardinals,6,2,1.95,1.95,2016-09-16,AT&T Park,,2016,MLB,,,,8,17,1
Chicago Cubs,Milwaukee Brewers,5,4,1.95,1.95,2016-09-16,Wrigley Field,,2016,MLB,,,,9,21,2
Baltimore Orioles,Tampa Bay Rays,5,4,1.95,1.95,2016-09-16,Oriole Park at Camden Yards,,2016,MLB,,,,9,19,3
Philadelphia Phillies,Miami Marlins,4,3,1.95,1.95,2016-09-16,Citizens Bank Park,,2016,MLB,,,,7,26,1
Cleveland Indians,Detroit Tigers,11,4,1.95,1.95,2016-09-16,Progressive Field,,2016,MLB,,,,15,19,3
Cincinnati Reds,Pittsburgh Pirates,7,9,1.95,1.95,2016-09-16,Great American Ball Park,,2016,MLB,,,,16,21,1
New York Mets,Minnesota Twins,3,0,1.95,1.95,2016-09-16,Citi Field,,2016,MLB,,,,3,10,1
Boston Red Sox,New York Yankees,7,4,1.95,1.95,2016-09-16,Fenway Park,,2016,MLB,,,,11,21,0
Atlanta Braves,Washington Nationals,2,7,1.95,1.95,2016-09-16,Turner Field,,2016,MLB,,,,9,21,1
Texas Rangers,Oakland Athletics,7,6,1.95,1.95,2016-09-17,Globe Life Park in Arlington,,2016,MLB,,,,13,22,1
Kansas City Royals,Chicago White Sox,4,7,1.95,1.95,2016-09-17,Kauffman Stadium,,2016,MLB,,,,11,18,1
Colorado Rockies,San Diego Padres,8,7,1.95,1.95,2016-09-17,Coors Field,,2016,MLB,,,,15,24,1
Arizona Diamondbacks,Los Angeles Dodgers,2,3,1.95,1.95,2016-09-17,Chase Field,,2016,MLB,,,,5,11,1
Los Angeles Angels,Toronto Blue Jays,0,5,1.95,1.95,2016-09-17,Angel Stadium of Anaheim,,2016,MLB,,,,5,18,0
Seattle Mariners,Houston Astros,0,6,1.95,1.95,2016-09-17,Safeco Field,,2016,MLB,,,,6,13,2
San Francisco Giants,St. Louis Cardinals,8,2,1.95,1.95,2016-09-17,AT&T Park,,2016,MLB,,,,10,14,2
Cincinnati Reds,Pittsburgh Pirates,4,10,1.95,1.95,2016-09-17,Great American Ball Park,,2016,MLB,,,,14,22,5
Cincinnati Reds,Pittsburgh Pirates,3,7,1.95,1.95,2016-09-17,Great American Ball Park,,2016,MLB,,,,10,18,1
Atlanta Braves,Washington Nationals,7,3,1.95,1.95,2016-09-17,Turner Field,,2016,MLB,,,,10,20,1
Boston Red Sox,New York Yankees,6,5,1.95,1.95,2016-09-17,Fenway Park,,2016,MLB,,,,11,19,0
Chicago Cubs,Milwaukee Brewers,3,11,1.95,1.95,2016-09-17,Wrigley Field,,2016,MLB,,,,14,16,1
Cleveland Indians,Detroit Tigers,1,0,1.95,1.95,2016-09-17,Progressive Field,,2016,MLB,,,,1,8,0
Baltimore Orioles,Tampa Bay Rays,2,5,1.95,1.95,2016-09-17,Oriole Park at Camden Yards,,2016,MLB,,,,7,13,1
Philadelphia Phillies,Miami Marlins,8,0,1.95,1.95,2016-09-17,Citizens Bank Park,,2016,MLB,,,,8,14,0
New York Mets,Minnesota Twins,3,2,1.95,1.95,2016-09-17,Citi Field,,2016,MLB,,,,5,18,0
Kansas City Royals,Chicago White Sox,3,2,1.95,1.95,2016-09-17,Kauffman Stadium,,2016,MLB,,,,5,15,0
Texas Rangers,Oakland Athletics,2,11,1.95,1.95,2016-09-18,Globe Life Park in Arlington,,2016,MLB,,,,13,18,0
Arizona Diamondbacks,Los Angeles Dodgers,2,6,1.95,1.95,2016-09-18,Chase Field,,2016,MLB,,,,8,17,2
Colorado Rockies,San Diego Padres,8,0,1.95,1.95,2016-09-18,Coors Field,,2016,MLB,,,,8,16,0
San Francisco Giants,St. Louis Cardinals,2,3,1.95,1.95,2016-09-18,AT&T Park,,2016,MLB,,,,5,16,2
Los Angeles Angels,Toronto Blue Jays,6,1,1.95,1.95,2016-09-18,Angel Stadium of Anaheim,,2016,MLB,,,,7,18,3
Seattle Mariners,Houston Astros,1,2,1.95,1.95,2016-09-18,Safeco Field,,2016,MLB,,,,3,12,0
Cleveland Indians,Detroit Tigers,5,9,1.95,1.95,2016-09-18,Progressive Field,,2016,MLB,,,,14,18,2
Cincinnati Reds,Pittsburgh Pirates,7,4,1.95,1.95,2016-09-18,Great American Ball Park,,2016,MLB,,,,11,21,3
New York Mets,Minnesota Twins,3,2,1.95,1.95,2016-09-18,Citi Field,,2016,MLB,,,,5,15,1
Baltimore Orioles,Tampa Bay Rays,2,1,1.95,1.95,2016-09-18,Oriole Park at Camden Yards,,2016,MLB,,,,3,14,1
Philadelphia Phillies,Miami Marlins,4,5,1.95,1.95,2016-09-18,Citizens Bank Park,,2016,MLB,,,,9,16,2
Kansas City Royals,Chicago White Sox,10,3,1.95,1.95,2016-09-18,Kauffman Stadium,,2016,MLB,,,,13,23,1
Chicago Cubs,Milwaukee Brewers,1,3,1.95,1.95,2016-09-18,Wrigley Field,,2016,MLB,,,,4,16,0
Texas Rangers,Oakland Athletics,2,5,1.95,1.95,2016-09-18,Globe Life Park in Arlington,,2016,MLB,,,,7,16,1
Los Angeles Angels,Toronto Blue Jays,4,0,1.95,1.95,2016-09-18,Angel Stadium of Anaheim,,2016,MLB,,,,4,14,0
San Francisco Giants,St. Louis Cardinals,0,3,1.95,1.95,2016-09-18,AT&T Park,,2016,MLB,,,,3,14,2
Arizona Diamondbacks,Los Angeles Dodgers,10,9,1.95,1.95,2016-09-18,Chase Field,,2016,MLB,,,,19,26,1
Colorado Rockies,San Diego Padres,6,3,1.95,1.95,2016-09-18,Coors Field,,2016,MLB,,,,9,16,1
Seattle Mariners,Houston Astros,7,3,1.95,1.95,2016-09-18,Safeco Field,,2016,MLB,,,,10,17,0
Boston Red Sox,New York Yankees,5,4,1.95,1.95,2016-09-19,Fenway Park,,2016,MLB,,,,9,21,1
Kansas City Royals,Chicago White Sox,8,3,1.95,1.95,2016-09-19,Kauffman Stadium,,2016,MLB,,,,11,21,1
Baltimore Orioles,Boston Red Sox,2,5,1.95,1.95,2016-09-19,Oriole Park at Camden Yards,,2016,MLB,,,,7,13,1
New York Mets,Atlanta Braves,3,7,1.95,1.95,2016-09-19,Citi Field,,2016,MLB,,,,10,21,0
Miami Marlins,Washington Nationals,4,3,1.95,1.95,2016-09-19,Marlins Park,,2016,MLB,,,,7,16,3
Chicago Cubs,Cincinnati Reds,5,2,1.95,1.95,2016-09-20,Wrigley Field,,2016,MLB,,,,7,15,1
Texas Rangers,Los Angeles Angels,3,2,1.95,1.95,2016-09-20,Globe Life Park in Arlington,,2016,MLB,,,,5,17,1
Colorado Rockies,St. Louis Cardinals,3,5,1.95,1.95,2016-09-20,Coors Field,,2016,MLB,,,,8,19,1
Oakland Athletics,Houston Astros,2,4,1.95,1.95,2016-09-20,Oakland Coliseum,,2016,MLB,,,,6,10,0
San Diego Padres,Arizona Diamondbacks,3,2,1.95,1.95,2016-09-20,Petco Park,,2016,MLB,,,,5,15,1
Los Angeles Dodgers,San Francisco Giants,2,1,1.95,1.95,2016-09-20,Dodger Stadium,,2016,MLB,,,,3,9,1
Seattle Mariners,Toronto Blue Jays,2,3,1.95,1.95,2016-09-20,Safeco Field,,2016,MLB,,,,5,11,0
Baltimore Orioles,Boston Red Sox,2,5,1.95,1.95,2016-09-20,Oriole Park at Camden Yards,,2016,MLB,,,,7,17,0
Philadelphia Phillies,Chicago White Sox,7,6,1.95,1.95,2016-09-20,Citizens Bank Park,,2016,MLB,,,,13,22,1
Cleveland Indians,Kansas City Royals,2,1,1.95,1.95,2016-09-20,Progressive Field,,2016,MLB,,,,3,11,2
New York Mets,Atlanta Braves,4,5,1.95,1.95,2016-09-20,Citi Field,,2016,MLB,,,,9,19,0
Miami Marlins,Washington Nationals,1,0,1.95,1.95,2016-09-20,Marlins Park,,2016,MLB,,,,1,7,0
Tampa Bay Rays,New York Yankees,3,5,1.95,1.95,2016-09-20,Tropicana Field,,2016,MLB,,,,8,15,1
Chicago Cubs,Cincinnati Reds,6,1,1.95,1.95,2016-09-21,Wrigley Field,,2016,MLB,,,,7,18,1
Texas Rangers,Los Angeles Angels,5,4,1.95,1.95,2016-09-21,Globe Life Park in Arlington,,2016,MLB,,,,9,20,1
Minnesota Twins,Detroit Tigers,1,8,1.95,1.95,2016-09-21,Target Field,,2016,MLB,,,,9,14,0
Milwaukee Brewers,Pittsburgh Pirates,3,6,1.95,1.95,2016-09-21,Miller Park,,2016,MLB,,,,9,20,2
Colorado Rockies,St. Louis Cardinals,5,10,1.95,1.95,2016-09-21,Coors Field,,2016,MLB,,,,15,26,1
Oakland Athletics,Houston Astros,1,2,1.95,1.95,2016-09-21,Oakland Coliseum,,2016,MLB,,,,3,11,0
San Diego Padres,Arizona Diamondbacks,5,2,1.95,1.95,2016-09-21,Petco Park,,2016,MLB,,,,7,8,1
Los Angeles Dodgers,San Francisco Giants,0,2,1.95,1.95,2016-09-21,Dodger Stadium,,2016,MLB,,,,2,20,1
Seattle Mariners,Toronto Blue Jays,2,10,1.95,1.95,2016-09-21,Safeco Field,,2016,MLB,,,,12,21,1
Colorado Rockies,St. Louis Cardinals,11,1,1.95,1.95,2016-09-21,Coors Field,,2016,MLB,,,,12,20,2
Oakland Athletics,Houston Astros,5,6,1.95,1.95,2016-09-21,Oakland Coliseum,,2016,MLB,,,,11,16,1
Seattle Mariners,Toronto Blue Jays,2,1,1.95,1.95,2016-09-21,Safeco Field,,2016,MLB,,,,3,12,2
Baltimore Orioles,Boston Red Sox,1,5,1.95,1.95,2016-09-21,Oriole Park at Camden Yards,,2016,MLB,,,,6,10,2
Philadelphia Phillies,Chicago White Sox,8,3,1.95,1.95,2016-09-21,Citizens Bank Park,,2016,MLB,,,,11,17,1
Cleveland Indians,Kansas City Royals,4,3,1.95,1.95,2016-09-21,Progressive Field,,2016,MLB,,,,7,20,0
New York Mets,Atlanta Braves,3,4,1.95,1.95,2016-09-21,Citi Field,,2016,MLB,,,,7,16,2
Miami Marlins,Washington Nationals,3,8,1.95,1.95,2016-09-21,Marlins Park,,2016,MLB,,,,11,12,3
Tampa Bay Rays,New York Yankees,5,11,1.95,1.95,2016-09-21,Tropicana Field,,2016,MLB,,,,16,25,0
Chicago Cubs,Cincinnati Reds,9,2,1.95,1.95,2016-09-22,Wrigley Field,,2016,MLB,,,,11,21,2
Texas Rangers,Los Angeles Angels,4,5,1.95,1.95,2016-09-22,Globe Life Park in Arlington,,2016,MLB,,,,9,16,2
Milwaukee Brewers,Pittsburgh Pirates,1,4,1.95,1.95,2016-09-22,Miller Park,,2016,MLB,,,,5,16,1
San Diego Padres,Arizona Diamondbacks,2,3,1.95,1.95,2016-09-22,Petco Park,,2016,MLB,,,,5,9,0
Los Angeles Dodgers,San Francisco Giants,9,3,1.95,1.95,2016-09-22,Dodger Stadium,,2016,MLB,,,,12,19,2
Minnesota Twins,Detroit Tigers,2,9,1.95,1.95,2016-09-22,Target Field,,2016,MLB,,,,11,14,2
Minnesota Twins,Detroit Tigers,2,4,1.95,1.95,2016-09-23,Target Field,,2016,MLB,,,,6,10,2
Baltimore Orioles,Boston Red Sox,3,5,1.95,1.95,2016-09-22,Oriole Park at Camden Yards,,2016,MLB,,,,8,15,1
Cleveland Indians,Kansas City Royals,5,2,1.95,1.95,2016-09-22,Progressive Field,,2016,MLB,,,,7,11,1
New York Mets,Philadelphia Phillies,9,8,1.95,1.95,2016-09-22,Citi Field,,2016,MLB,,,,17,20,1
Miami Marlins,Atlanta Braves,3,6,1.95,1.95,2016-09-22,Marlins Park,,2016,MLB,,,,9,13,1
Tampa Bay Rays,New York Yankees,2,0,1.95,1.95,2016-09-22,Tropicana Field,,2016,MLB,,,,2,15,1
Houston Astros,Los Angeles Angels,0,2,1.95,1.95,2016-09-23,Minute Maid Park,,2016,MLB,,,,2,13,2
Milwaukee Brewers,Pittsburgh Pirates,3,1,1.95,1.95,2016-09-23,Miller Park,,2016,MLB,,,,4,9,0
Los Angeles Dodgers,Colorado Rockies,7,4,1.95,1.95,2016-09-23,Dodger Stadium,,2016,MLB,,,,11,16,1
San Diego Padres,San Francisco Giants,1,2,1.95,1.95,2016-09-23,Petco Park,,2016,MLB,,,,3,12,1
Chicago Cubs,St. Louis Cardinals,5,0,1.95,1.95,2016-09-23,Wrigley Field,,2016,MLB,,,,5,14,0
Baltimore Orioles,Arizona Diamondbacks,3,2,1.95,1.95,2016-09-23,Oriole Park at Camden Yards,,2016,MLB,,,,5,18,2
Pittsburgh Pirates,Washington Nationals,6,5,1.95,1.95,2016-09-23,PNC Park,,2016,MLB,,,,11,25,3
Toronto Blue Jays,New York Yankees,9,0,1.95,1.95,2016-09-23,Rogers Centre,,2016,MLB,,,,9,16,3
Detroit Tigers,Kansas City Royals,8,3,1.95,1.95,2016-09-23,Comerica Park,,2016,MLB,,,,11,20,3
Tampa Bay Rays,Boston Red Sox,1,2,1.95,1.95,2016-09-23,Tropicana Field,,2016,MLB,,,,3,15,0
New York Mets,Philadelphia Phillies,10,5,1.95,1.95,2016-09-23,Citi Field,,2016,MLB,,,,15,20,3
Cleveland Indians,Chicago White Sox,10,4,1.95,1.95,2016-09-23,Progressive Field,,2016,MLB,,,,14,20,2
Miami Marlins,Atlanta Braves,2,3,1.95,1.95,2016-09-23,Marlins Park,,2016,MLB,,,,5,12,2
Houston Astros,Los Angeles Angels,6,10,1.95,1.95,2016-09-24,Minute Maid Park,,2016,MLB,,,,16,20,2
Minnesota Twins,Seattle Mariners,1,10,1.95,1.95,2016-09-24,Target Field,,2016,MLB,,,,11,18,2
Milwaukee Brewers,Cincinnati Reds,5,4,1.95,1.95,2016-09-24,Miller Park,,2016,MLB,,,,9,17,3
Oakland Athletics,Texas Rangers,0,3,1.95,1.95,2016-09-24,Oakland Coliseum,,2016,MLB,,,,3,11,0
Los Angeles Dodgers,Colorado Rockies,5,2,1.95,1.95,2016-09-24,Dodger Stadium,,2016,MLB,,,,7,16,2
San Diego Padres,San Francisco Giants,7,2,1.95,1.95,2016-09-24,Petco Park,,2016,MLB,,,,9,12,0
Detroit Tigers,Kansas City Royals,4,7,1.95,1.95,2016-09-24,Comerica Park,,2016,MLB,,,,11,24,2
Chicago Cubs,St. Louis Cardinals,4,10,1.95,1.95,2016-09-24,Wrigley Field,,2016,MLB,,,,14,22,1
Oakland Athletics,Texas Rangers,0,5,1.95,1.95,2016-09-24,Oakland Coliseum,,2016,MLB,,,,5,14,1
Toronto Blue Jays,New York Yankees,3,0,1.95,1.95,2016-09-24,Rogers Centre,,2016,MLB,,,,3,9,0
Tampa Bay Rays,Boston Red Sox,4,6,1.95,1.95,2016-09-24,Tropicana Field,,2016,MLB,,,,10,19,0
Baltimore Orioles,Arizona Diamondbacks,6,1,1.95,1.95,2016-09-24,Oriole Park at Camden Yards,,2016,MLB,,,,7,17,2
Pittsburgh Pirates,Washington Nationals,1,6,1.95,1.95,2016-09-24,PNC Park,,2016,MLB,,,,7,20,3
Houston Astros,Los Angeles Angels,4,10,1.95,1.95,2016-09-24,Minute Maid Park,,2016,MLB,,,,14,20,3
Minnesota Twins,Seattle Mariners,3,2,1.95,1.95,2016-09-24,Target Field,,2016,MLB,,,,5,8,2
New York Mets,Philadelphia Phillies,8,10,1.95,1.95,2016-09-24,Citi Field,,2016,MLB,,,,18,28,2
Cleveland Indians,Chicago White Sox,1,8,1.95,1.95,2016-09-24,Progressive Field,,2016,MLB,,,,9,23,4
Miami Marlins,Atlanta Braves,6,4,1.95,1.95,2016-09-24,Marlins Park,,2016,MLB,,,,10,17,0
Milwaukee Brewers,Cincinnati Reds,1,6,1.95,1.95,2016-09-24,Miller Park,,2016,MLB,,,,7,16,1
San Diego Padres,San Francisco Giants,6,9,1.95,1.95,2016-09-25,Petco Park,,2016,MLB,,,,15,20,3
Los Angeles Dodgers,Colorado Rockies,14,1,1.95,1.95,2016-09-25,Dodger Stadium,,2016,MLB,,,,15,19,3
Toronto Blue Jays,New York Yankees,4,3,1.95,1.95,2016-09-25,Rogers Centre,,2016,MLB,,,,7,17,1
Detroit Tigers,Kansas City Royals,9,12,1.95,1.95,2016-09-25,Comerica Park,,2016,MLB,,,,21,36,0
Tampa Bay Rays,Boston Red Sox,2,3,1.95,1.95,2016-09-25,Tropicana Field,,2016,MLB,,,,5,15,1
New York Mets,Philadelphia Phillies,17,0,1.95,1.95,2016-09-25,Citi Field,,2016,MLB,,,,17,17,1
Cleveland Indians,Chicago White Sox,0,3,1.95,1.95,2016-09-25,Progressive Field,,2016,MLB,,,,3,8,3
Baltimore Orioles,Arizona Diamondbacks,2,1,1.95,1.95,2016-09-25,Oriole Park at Camden Yards,,2016,MLB,,,,3,9,2
Pittsburgh Pirates,Washington Nationals,7,10,1.95,1.95,2016-09-25,PNC Park,,2016,MLB,,,,17,21,1
Houston Astros,Los Angeles Angels,4,1,1.95,1.95,2016-09-25,Minute Maid Park,,2016,MLB,,,,5,16,0
Minnesota Twins,Seattle Mariners,3,4,1.95,1.95,2016-09-25,Target Field,,2016,MLB,,,,7,15,3
Milwaukee Brewers,Cincinnati Reds,2,4,1.95,1.95,2016-09-25,Miller Park,,2016,MLB,,,,6,15,3
Oakland Athletics,Texas Rangers,7,1,1.95,1.95,2016-09-25,Oakland Coliseum,,2016,MLB,,,,8,18,0
Los Angeles Dodgers,Colorado Rockies,4,3,1.95,1.95,2016-09-25,Dodger Stadium,,2016,MLB,,,,7,20,1
San Diego Padres,San Francisco Giants,4,3,1.95,1.95,2016-09-25,Petco Park,,2016,MLB,,,,7,15,1
Chicago Cubs,St. Louis Cardinals,3,1,1.95,1.95,2016-09-26,Wrigley Field,,2016,MLB,,,,4,13,0
Washington Nationals,Arizona Diamondbacks,4,14,1.95,1.95,2016-09-26,Nationals Park,,2016,MLB,,,,18,21,1
Pittsburgh Pirates,Chicago Cubs,2,12,1.95,1.95,2016-09-26,PNC Park,,2016,MLB,,,,14,28,2
Toronto Blue Jays,New York Yankees,5,7,1.95,1.95,2016-09-26,Rogers Centre,,2016,MLB,,,,12,17,3
Detroit Tigers,Cleveland Indians,4,7,1.95,1.95,2016-09-26,Comerica Park,,2016,MLB,,,,11,18,1
Miami Marlins,New York Mets,7,3,1.95,1.95,2016-09-26,Marlins Park,,2016,MLB,,,,10,21,1
Texas Rangers,Milwaukee Brewers,3,8,1.95,1.95,2016-09-27,Globe Life Park in Arlington,,2016,MLB,,,,11,18,1
Houston Astros,Seattle Mariners,3,4,1.95,1.95,2016-09-27,Minute Maid Park,,2016,MLB,,,,7,22,1
Chicago White Sox,Tampa Bay Rays,7,1,1.95,1.95,2016-09-27,U.S. Cellular Field,,2016,MLB,,,,8,20,1
St. Louis Cardinals,Cincinnati Reds,2,15,1.95,1.95,2016-09-27,Busch Stadium,,2016,MLB,,,,17,28,0
Los Angeles Angels,Oakland Athletics,2,1,1.95,1.95,2016-09-27,Angel Stadium of Anaheim,,2016,MLB,,,,3,10,0
Washington Nationals,Arizona Diamondbacks,4,2,1.95,1.95,2016-09-27,Nationals Park,,2016,MLB,,,,6,9,0
Pittsburgh Pirates,Chicago Cubs,4,6,1.95,1.95,2016-09-27,PNC Park,,2016,MLB,,,,10,16,3
New York Yankees,Boston Red Sox,6,4,1.95,1.95,2016-09-27,Yankee Stadium,,2016,MLB,,,,10,24,1
Toronto Blue Jays,Baltimore Orioles,5,1,1.95,1.95,2016-09-27,Rogers Centre,,2016,MLB,,,,6,17,1
Detroit Tigers,Cleveland Indians,12,0,1.95,1.95,2016-09-27,Comerica Park,,2016,MLB,,,,12,20,0
Atlanta Braves,Philadelphia Phillies,7,6,1.95,1.95,2016-09-27,Turner Field,,2016,MLB,,,,13,24,1
Miami Marlins,New York Mets,1,12,1.95,1.95,2016-09-27,Marlins Park,,2016,MLB,,,,13,25,1
Kansas City Royals,Minnesota Twins,4,3,1.95,1.95,2016-09-27,Kauffman Stadium,,2016,MLB,,,,7,15,1
Texas Rangers,Milwaukee Brewers,6,4,1.95,1.95,2016-09-28,Globe Life Park in Arlington,,2016,MLB,,,,10,17,1
Houston Astros,Seattle Mariners,8,4,1.95,1.95,2016-09-28,Minute Maid Park,,2016,MLB,,,,12,22,2
Chicago White Sox,Tampa Bay Rays,13,6,1.95,1.95,2016-09-28,U.S. Cellular Field,,2016,MLB,,,,19,25,2
St. Louis Cardinals,Cincinnati Reds,12,5,1.95,1.95,2016-09-28,Busch Stadium,,2016,MLB,,,,17,25,0
Los Angeles Angels,Oakland Athletics,8,1,1.95,1.95,2016-09-28,Angel Stadium of Anaheim,,2016,MLB,,,,9,18,2
San Diego Padres,Los Angeles Dodgers,7,1,1.95,1.95,2016-09-28,Petco Park,,2016,MLB,,,,8,11,1
San Francisco Giants,Colorado Rockies,12,3,1.95,1.95,2016-09-28,AT&T Park,,2016,MLB,,,,15,27,0
Houston Astros,Seattle Mariners,4,12,1.95,1.95,2016-09-28,Minute Maid Park,,2016,MLB,,,,16,26,1
Pittsburgh Pirates,Chicago Cubs,8,4,1.95,1.95,2016-09-28,PNC Park,,2016,MLB,,,,12,16,2
New York Yankees,Boston Red Sox,5,3,1.95,1.95,2016-09-28,Yankee Stadium,,2016,MLB,,,,8,8,1
Toronto Blue Jays,Baltimore Orioles,2,3,1.95,1.95,2016-09-28,Rogers Centre,,2016,MLB,,,,5,17,2
Atlanta Braves,Philadelphia Phillies,12,2,1.95,1.95,2016-09-28,Turner Field,,2016,MLB,,,,14,17,1
Miami Marlins,New York Mets,2,5,1.95,1.95,2016-09-28,Marlins Park,,2016,MLB,,,,7,17,1
Kansas City Royals,Minnesota Twins,5,2,1.95,1.95,2016-09-28,Kauffman Stadium,,2016,MLB,,,,7,16,1
Texas Rangers,Milwaukee Brewers,8,5,1.95,1.95,2016-09-29,Globe Life Park in Arlington,,2016,MLB,,,,13,20,4
Chicago White Sox,Tampa Bay Rays,1,0,1.95,1.95,2016-09-29,U.S. Cellular Field,,2016,MLB,,,,1,8,0
St. Louis Cardinals,Cincinnati Reds,1,2,1.95,1.95,2016-09-29,Busch Stadium,,2016,MLB,,,,3,17,2
Los Angeles Angels,Oakland Athletics,8,6,1.95,1.95,2016-09-29,Angel Stadium of Anaheim,,2016,MLB,,,,14,19,2
San Diego Padres,Los Angeles Dodgers,6,5,1.95,1.95,2016-09-29,Petco Park,,2016,MLB,,,,11,17,1
San Francisco Giants,Colorado Rockies,0,2,1.95,1.95,2016-09-29,AT&T Park,,2016,MLB,,,,2,14,0
Washington Nationals,Arizona Diamondbacks,5,3,1.95,1.95,2016-09-29,Nationals Park,,2016,MLB,,,,8,13,0
Pittsburgh Pirates,Chicago Cubs,1,1,1.95,1.95,2016-09-29,PNC Park,,2016,MLB,,,,2,6,1
New York Yankees,Boston Red Sox,5,1,1.95,1.95,2016-09-29,Yankee Stadium,,2016,MLB,,,,6,12,0
Toronto Blue Jays,Baltimore Orioles,0,4,1.95,1.95,2016-09-29,Rogers Centre,,2016,MLB,,,,4,12,0
Atlanta Braves,Philadelphia Phillies,5,2,1.95,1.95,2016-09-29,Turner Field,,2016,MLB,,,,7,16,0
St. Louis Cardinals,Cincinnati Reds,4,3,1.95,1.95,2016-09-29,Busch Stadium,,2016,MLB,,,,7,21,1
Kansas City Royals,Minnesota Twins,6,7,1.95,1.95,2016-09-29,Kauffman Stadium,,2016,MLB,,,,13,26,2
Chicago White Sox,Tampa Bay Rays,3,5,1.95,1.95,2016-09-30,U.S. Cellular Field,,2016,MLB,,,,8,19,0
San Diego Padres,Los Angeles Dodgers,4,9,1.95,1.95,2016-09-30,Petco Park,,2016,MLB,,,,13,29,2
